45.8104	10.0958	54.9881	74.5574	610.3494	32.9556	9.7919	185.1508	0.0005	66.8680	124.9950	8.2069	66.0011	168.6708	20.2701	163.7901	183.6240	70.4759	-6.8991	3.1032	16.3923	6.8851	1.5940	71.5118	1.4280	1.4896	88.3815	62.2094	1.2736	1.1964	1.5741	1.3482	150.1594	0.8142	0.8170	-2252.0758	203.1430	1.5771	1.3359	2170.4342	4396.3369	184.8145	1.3767	1.3746	8.0024	7.4024	1.7172	0.1430	28.6222	526.8511	519.2516	515.3032	515.7320	515.9413	32.1921	32.9850	110.5531	89.8899	136.0334	134.6184	214.6328	287.9976	251.3724	308.5088	344.9780	369.4432	372.9290	396.0932	402.6307	405.1150	401.9494	519.6203	345.2949	215.6422	43.5524	148.5225	268.8316	198.1715	132.0000	292.7670	244.9104	351.2311	364.4333	370.5822	351.6524	123.9496	348.9653	362.0938	369.0830	47.0469	215.8562	345.0431	111.0051	198.2237	515.3190	16.9244	32.7403	85.0227	0.5879	2.4476	21.6333	116.8672	1.0457	0.3876	6.0569	58.4679	419.3100	482.6430	613.9066	67.3725	39.2021	70.1635	54.9634	38.0602	74.0404	64.9739	94.7653	-3.8563	73.4503
46.1023	10.0714	55.9168	75.7334	609.2825	33.0851	9.9593	185.0123	0.0005	67.6660	125.0454	8.0513	65.9879	168.8538	21.0443	163.9726	183.5786	70.4412	-6.8991	3.0990	15.6595	6.9023	1.6010	71.5050	1.4237	1.4840	87.5852	62.3140	1.2717	1.1913	1.5687	1.3443	152.1899	0.8189	0.8206	-2253.0846	204.3611	1.5718	1.3338	2189.1051	4260.9868	184.8145	1.3753	1.3681	8.0024	7.4033	1.7130	0.1439	30.6406	526.5311	518.7159	514.7392	515.2252	515.4414	32.4895	32.5790	110.6190	89.9177	136.2933	134.8545	214.9258	288.4545	251.5757	308.8281	345.2724	370.9366	372.6945	396.1961	402.5292	405.3231	402.0164	519.0388	345.4871	215.9047	43.3278	148.5671	268.8347	198.1392	132.0000	292.8779	244.9494	351.3000	364.4000	370.4667	351.4816	124.2408	348.9690	362.0739	368.7970	46.8761	216.0697	345.2558	111.0936	198.2222	514.7989	16.8908	32.0922	83.6327	0.5921	2.4437	21.6873	116.9056	1.0477	0.3945	6.0467	58.0871	411.7725	475.2674	607.1942	67.3526	40.3424	69.9650	54.8215	35.4577	73.8307	64.1745	94.6349	-3.8996	73.4514
46.3476	9.9507	56.4049	75.8035	610.0298	34.0229	9.9191	184.9466	0.0005	67.9237	124.6747	8.0646	66.0835	170.5596	21.4441	164.2936	183.4110	70.4587	-6.8991	3.0908	15.5307	6.9001	1.6027	71.5379	1.4259	1.4880	90.0845	62.2885	1.2724	1.1932	1.5691	1.3479	152.1149	0.8179	0.8193	-2245.1547	206.2926	1.5777	1.3347	2117.4160	4380.7828	184.8145	1.3807	1.3720	7.9979	7.4088	1.7150	0.1458	32.6174	526.9333	519.1308	515.2988	515.7468	516.0217	33.0273	33.0817	110.3342	89.7146	135.9309	134.5069	214.9872	287.5566	250.6511	308.1605	344.6901	369.1292	372.4184	395.8544	402.4354	405.1856	401.7061	519.4975	344.9390	215.9363	42.8425	148.0042	268.7669	197.1696	132.0000	292.1269	245.1904	350.4689	363.7333	370.2844	350.9767	123.7235	348.0870	361.3553	368.6285	46.6273	216.1292	344.6111	110.8406	197.1536	515.2677	16.9572	32.1965	84.4876	0.5865	2.4490	21.6315	117.1280	1.0463	0.3926	6.0749	60.2784	424.5277	479.4326	609.8905	67.4609	39.6172	69.7841	54.8949	35.1913	73.6224	65.1552	94.8059	-3.9299	73.1473
46.6228	9.8008	56.5160	75.5139	610.1257	34.7951	9.9811	185.0747	0.0005	67.8883	125.0026	7.9287	66.1855	171.3687	21.4615	163.8909	183.3326	70.3773	-6.8991	3.0875	15.1030	6.8781	1.5997	71.5458	1.4276	1.4884	89.6731	62.1502	1.2741	1.1945	1.5683	1.3471	151.8695	0.8186	0.8200	-2243.7849	203.2360	1.5762	1.3361	2124.0292	4360.6869	184.8145	1.3785	1.3709	8.0014	7.3988	1.7159	0.1475	31.3140	526.3022	519.0010	514.9919	515.4158	515.7015	33.2600	33.1576	110.5011	89.9661	136.0474	134.6311	214.8975	287.5500	250.9938	308.0740	343.8467	368.7485	372.1606	395.8356	402.3744	405.0089	401.7667	519.1172	345.2638	215.7918	42.6313	147.8411	268.9236	197.9736	132.0000	291.5760	245.3438	349.3667	363.4178	370.1333	350.5451	124.0283	347.0387	361.1808	368.4339	46.3821	216.0712	345.0116	110.9822	197.9956	514.9163	16.9046	32.6473	84.1668	0.5878	2.4580	21.6256	117.1128	1.0459	0.4000	6.0603	57.7161	404.8371	482.8216	613.5857	67.3320	40.3584	69.8957	54.8605	33.8498	73.5832	64.8660	94.6624	-3.9418	73.2319
46.6350	9.7774	57.1866	75.5692	610.3053	33.8936	10.0245	184.9553	0.0005	68.0355	124.9508	8.2282	66.0238	169.9000	21.6403	163.9219	183.3331	70.4052	-6.8991	3.0982	15.4818	6.9013	1.6001	71.5031	1.4300	1.4933	89.2697	61.8522	1.2798	1.1966	1.5751	1.3504	152.3778	0.8182	0.8199	-2252.4192	203.1503	1.5841	1.3416	2185.5278	4350.9311	184.8145	1.3831	1.3744	7.9976	7.3996	1.7199	0.1448	32.5480	526.1000	519.0105	515.0692	515.5072	515.7581	33.2909	33.0443	110.6438	90.0797	136.2436	134.8074	214.6897	287.9767	251.2535	308.4627	344.5173	371.8419	372.1029	396.0715	402.4114	405.1148	401.9645	519.1864	345.2813	215.6574	42.4386	147.5965	268.6731	198.1500	132.0000	290.9402	245.0547	350.0000	363.4489	370.1666	350.7674	124.2230	347.9220	361.3415	368.5304	46.1808	215.9463	345.0016	111.1512	198.1640	514.9980	16.8971	32.5122	85.1951	0.5826	2.4459	21.6389	116.9726	1.0454	0.4161	6.0561	60.7294	415.0205	479.2956	613.1000	67.8082	40.7021	69.9406	54.9695	34.5481	73.4353	64.6570	94.5706	-3.9158	72.9978
46.7567	9.6799	58.9903	75.5146	610.7957	34.6023	10.0570	184.9877	0.0005	68.0046	124.7118	8.0378	66.0875	170.9075	21.4424	163.9342	183.3177	70.4930	-6.8991	3.1328	15.3309	6.8951	1.5997	71.5403	1.4257	1.4877	90.6664	62.4210	1.2738	1.1923	1.5681	1.3466	152.5429	0.8178	0.8197	-2240.9068	202.0825	1.5772	1.3365	2143.6553	4368.4503	184.8145	1.3787	1.3704	8.0029	7.3991	1.7140	0.1461	32.0667	526.7666	519.1367	515.1478	515.5992	515.8715	33.1523	33.2260	110.3127	89.8602	135.9101	134.4976	214.7076	287.4594	250.7530	308.1207	344.0716	369.7084	372.0898	395.6327	402.3027	404.9989	401.8708	519.2872	345.3698	215.6723	42.1496	146.3013	268.2838	197.6298	132.0000	290.4204	244.6521	349.3355	363.3689	370.1000	350.5193	123.8545	347.0955	361.1771	368.4819	45.9670	215.9506	345.0543	110.8321	197.6564	515.0644	17.0791	32.3897	84.8381	0.5854	2.4366	21.6276	116.8805	1.0456	0.4199	6.1228	57.2470	417.0662	487.8672	615.3078	67.7947	40.3563	70.1994	54.9791	34.2779	73.4072	65.1833	94.5813	-3.9179	73.1558
46.6915	9.6811	58.7406	75.0845	610.7720	35.0247	10.0329	185.0315	0.0005	67.7122	124.9560	8.0882	65.8977	171.7594	21.3873	164.0358	183.4225	70.4709	-6.8991	3.1078	16.6291	6.8890	1.6001	71.4641	1.4207	1.4823	88.8988	62.7276	1.2693	1.1881	1.5597	1.3385	151.0056	0.8178	0.8208	-2248.4659	204.4201	1.5710	1.3319	2200.2584	4338.1470	184.8145	1.3730	1.3630	7.9975	7.3993	1.7098	0.1498	34.3396	526.5334	518.6612	514.7858	515.2483	515.5110	33.1602	33.1051	110.4450	90.3018	135.7480	134.3674	214.7723	286.8663	250.6840	307.7195	343.5292	368.7949	371.7760	395.7987	401.8239	404.5263	401.5402	519.0224	345.2305	215.7147	41.8647	145.1842	268.2043	197.5757	132.0000	289.5906	244.5021	348.7489	363.1822	370.1333	350.1136	123.5244	346.5667	360.9504	368.3124	45.6792	216.0068	345.0135	110.9807	197.6067	514.7523	17.1527	32.1073	84.1732	0.5822	2.4587	21.6536	116.4463	1.0468	0.4130	6.1447	56.8726	412.6748	470.4976	605.0162	68.3362	40.3846	71.3188	55.3674	39.0563	73.0988	64.3147	94.5907	-3.9398	72.9447
46.5427	9.6954	58.9094	74.2877	610.1568	35.4594	10.0704	185.1941	0.0005	67.7294	125.1741	8.0550	66.1163	172.8589	21.3455	164.0773	183.8517	70.5168	-6.8991	3.1540	16.9084	6.9042	1.5987	71.5813	1.4156	1.4779	89.1649	62.8943	1.2646	1.1830	1.5528	1.3330	149.7843	0.8164	0.8199	-2250.7050	205.2786	1.5685	1.3276	2175.6028	4293.9781	184.8145	1.3657	1.3575	8.0004	7.3995	1.7042	0.1518	32.7429	526.3667	518.5772	514.4759	514.9410	515.1961	33.2393	33.1172	110.5306	90.5115	135.7952	134.4394	214.7036	285.0469	252.5588	307.6737	343.0431	368.5404	371.8790	396.0629	401.5472	404.0629	401.2603	518.8711	345.2823	215.6665	41.5393	145.0257	268.1847	198.4921	132.0000	289.1649	244.4899	348.0000	363.0667	369.9334	350.1849	123.7187	345.7831	360.9131	368.2198	45.3619	216.0226	345.0933	110.9803	198.4967	514.4359	17.1534	31.9382	84.0158	0.6026	2.4880	21.7123	116.5047	1.0495	0.3917	6.1313	58.8749	407.2571	478.3776	612.8686	68.6296	40.3701	71.1709	55.2732	40.6470	72.5881	64.6446	94.7235	-3.9557	72.4451
46.4965	9.6824	60.0486	75.2330	609.9828	35.5969	10.1502	185.9349	0.0005	69.3118	124.5557	7.8544	65.7549	174.5161	21.8681	164.1582	184.5559	70.7785	-6.8991	3.3104	17.0121	6.8899	1.5995	72.0062	1.4399	1.5033	91.1146	62.5566	1.2890	1.2051	1.5722	1.3554	152.0766	0.8176	0.8203	-2257.0667	205.0725	1.5947	1.3514	2140.0789	4334.7386	184.8145	1.3900	1.3785	7.9983	7.3993	1.7259	0.1536	34.6731	527.7133	519.2573	515.5314	516.0125	516.2119	33.1029	33.0629	111.1242	90.9010	136.6078	135.1948	214.8802	284.8457	252.8393	307.8730	342.9922	370.8691	371.5044	396.2715	401.7850	404.5188	401.5699	519.7644	345.3624	215.7609	41.3594	144.7602	268.4217	197.2334	132.0000	288.8635	244.9506	347.9000	362.6334	369.7667	349.9601	124.3505	345.7738	360.5499	367.9668	45.0830	216.0458	345.1357	111.6050	197.2748	515.4654	17.2027	32.2631	83.5134	0.5923	2.5326	21.6720	116.4386	1.0473	0.3757	6.1251	55.1763	406.7790	481.3775	608.2186	68.1737	40.2245	70.4375	55.1275	41.6578	73.2060	65.0283	94.2399	-3.9609	72.7727
46.5205	9.6618	59.7692	75.3294	609.0320	33.7284	10.0947	185.9892	0.0005	70.1157	125.2179	8.0395	65.5547	173.7227	22.0443	164.0111	184.4171	70.8070	-6.8991	3.2470	16.9178	6.9236	1.6019	72.0434	1.4252	1.4882	91.3911	62.7241	1.2801	1.1927	1.5595	1.3437	150.6437	0.8171	0.8200	-2244.4973	204.2446	1.5789	1.3432	2150.8078	4288.9336	184.8145	1.3768	1.3673	8.0006	7.4008	1.7121	0.1527	33.5609	527.2178	519.4172	515.3260	515.8025	516.0669	33.1544	33.0737	110.5471	90.4832	135.9699	134.5905	214.6979	284.0688	251.8246	307.3175	343.7767	369.1611	371.2844	395.5566	401.6808	404.3071	401.2615	519.5644	345.1160	215.6321	41.1947	144.7042	268.1861	196.1925	132.0000	288.9702	244.6562	349.2000	362.8000	369.7511	350.3005	123.5817	346.8927	360.5277	367.7914	44.8200	215.9506	344.8395	110.9837	196.1766	515.2565	17.2068	31.8793	82.9000	0.5972	2.5077	21.8172	116.3096	1.0546	0.3697	6.1324	60.4886	409.0142	468.1242	607.2510	68.1498	39.7858	70.3748	55.0211	40.7687	73.0149	63.9682	94.3095	-4.0393	72.6665
